,name,conference,attendance,score,home,precipitation,snowfall,snow depth,max temp,min temp,avg wind speed,winner
316,TCU Horned Frogs,Big 12,24583,27,1,0,0,0,62.06,39.92,,Win
317,Houston Cougars,American,11048,27,1,0,0,0,,,,Win
318,Marshall Thundering Herd,Conference USA,23824,38,1,0,0,0,51.08,30.02,,Win
319,Toledo Rockets,Mid-American,25331,42,1,0,0,0,,,,Win
320,East Carolina Pirates,American,18125,26,1,0,0,0,46.04,30.02,,Lose
321,Arkansas Razorbacks,SEC,74835,3,1,0,0,0,,,,Lose
322,UCLA Bruins,Pac-12,56335,27,1,0,0,0,64.03999999999999,53.06,,Lose
323,Georgia Southern Eagles,Sun Belt,6708,31,1,0,0,0,53.96,28.04,,Win
324,Western Kentucky Hilltoppers,Conference USA,0,31,0,0,0,0,,,,Win
325,Marshall Thundering Herd,Conference USA,24582,49,1,0,0,51,26.060000000000002,19.04,,Win
326,Hawai'i Rainbow Warriors,Mountain West,36671,41,1,0,0,0,73.94,66.92,,Win
327,San Jose State Spartans,Mountain West,31681,29,1,0,0,0,80.96000000000001,59.0,32,Win
328,UNLV Rebels,Mountain West,21791,28,1,0,0,0,,,,Win
329,Alabama Crimson Tide,SEC,76780,40,1,0,0,0,87.98,73.03999999999999,20,Win
330,Indiana Hoosiers,Big Ten,38109,10,0,0,0,0,,,,Lose
331,Clemson Tigers,ACC,83000,0,1,0,0,0,91.03999999999999,71.06,,Lose
332,West Virginia Mountaineers,Big 12,60663,17,1,0,0,0,78.08000000000001,66.92,,Lose
333,Iowa Hawkeyes,Big Ten,54128,21,1,0,0,0,80.96000000000001,62.06,,Win
334,Michigan Wolverines,Big Ten,110637,45,1,0,0,0,78.08000000000001,55.94,,Win
335,Vanderbilt Commodores,SEC,29411,21,1,0,0,0,,,,Lose
336,Boston College Eagles,ACC,42563,28,1,0,0,0,,,,Lose
337,Navy Midshipmen,American,30129,37,1,0,0,0,87.98,69.98,,Win
338,Air Force Falcons,Mountain West,40111,49,1,0,0,0,82.03999999999999,53.06,,Win
339,Tennessee Volunteers,SEC,103860,24,1,0,0,0,87.08000000000001,71.96000000000001,34,Win
340,Penn State Nittany Lions,Big Ten,101553,23,1,0,0,0,84.92,69.08000000000001,,Win
341,Nebraska Cornhuskers,Big Ten,78058,17,1,0,0,0,,,,Win
342,Michigan State Spartans,Big Ten,72923,26,1,0,0,0,,,,Win
343,California Golden Bears,Pac-12,33552,34,1,0,0,0,75.02,53.06,,Win
344,Wyoming Cowboys,Mountain West,17407,21,1,0,0,0,59.0,46.94,75,Win
345,Marshall Thundering Herd,Conference USA,25141,45,1,0,0,0,84.92,69.98,,Win
346,Auburn Tigers,SEC,86063,0,1,0,0,0,89.96000000000001,71.06,,Lose
347,NC State Wolfpack,ACC,53800,59,1,0,0,0,89.96000000000001,73.03999999999999,,Win
348,Liberty Flames,FBS Independents,10872,6,0,0,0,0,87.98,69.98,,Lose
349,Virginia Cavaliers,ACC,61737,27,1,0,0,0,,,,Win
350,Baylor Bears,Big 12,28732,19,1,0,0,0,96.98,77.0,45,Lose
351,Rutgers Scarlet Knights,Big Ten,25011,24,1,0,0,0,,,,Win
352,Fresno State Bulldogs,Mountain West,35553,16,1,0,0,0,98.96000000000001,66.92,,Win
353,Alabama Crimson Tide,SEC,83818,13,1,0,0,0,86.0,69.08000000000001,27,Lose
354,Ohio State Buckeyes,Big Ten,104433,16,1,0,0,0,73.94,50.0,,Win
355,USC Trojans,Pac-12,75315,35,1,0,0,0,87.98,64.94,10,Win
356,Michigan Wolverines,Big Ten,109580,50,1,0,0,0,78.08000000000001,50.0,,Win
357,Kansas State Wildcats,Big 12,44544,55,1,0,0,0,82.94,51.980000000000004,,Win
358,Georgia Bulldogs,SEC,92058,29,1,0,0,0,78.98,62.96,41,Win
359,Virginia Tech Hokies,ACC,65115,43,1,0,0,0,75.02,53.06,,Win
360,Pittsburgh Panthers,ACC,56531,43,1,0,0,0,,,,Win
361,Florida State Seminoles,ACC,82885,35,1,0,0,0,87.08000000000001,71.96000000000001,27,Win
362,Tennessee Volunteers,SEC,106520,34,1,0,0,0,82.94,60.980000000000004,25,Win
363,Arizona Wildcats,Pac-12,46110,13,1,0,0,0,96.08,73.94,29,Lose
364,South Carolina Gamecocks,SEC,80150,31,1,0,0,0,80.96000000000001,64.94,,Win
365,Purdue Boilermakers,Big Ten,58225,26,1,0,0,0,78.08000000000001,48.92,4,Lose
366,Georgia Tech Yellow Jackets,ACC,55000,17,1,0,0,0,,,,Win
367,Wisconsin Badgers,Big Ten,75401,48,1,0,0,0,84.92,59.0,32,Win
368,Arizona State Sun Devils,Pac-12,60069,34,1,0,0,0,100.03999999999999,80.06,,Win
369,Washington Huskies,Pac-12,71125,38,1,0,0,0,78.08000000000001,57.019999999999996,26,Win
370,Nebraska Cornhuskers,Big Ten,77284,31,1,0,0,0,,,,Win
371,Colorado Buffaloes,Pac-12,48584,16,1,0,0,0,,,,Win
372,TCU Horned Frogs,Big 12,35688,17,1,0,0,0,86.0,66.02,,Win
373,Penn State Nittany Lions,Big Ten,106445,14,1,0,0,0,64.94,50.0,,Lose
374,Memphis Tigers,American,51914,44,1,0,0,0,,,,Win
375,Marshall Thundering Herd,Conference USA,31511,17,1,0,0,0,75.02,55.040000000000006,,Lose
376,Oklahoma Sooners,Big 12,83091,52,1,0,0,0,,,,Win
377,Ohio State Buckeyes,Big Ten,104890,44,1,0,0,0,80.96000000000001,53.06,,Win
378,USC Trojans,Pac-12,73654,61,1,0,0,0,82.03999999999999,62.06,9,Win
379,Michigan Wolverines,Big Ten,111726,38,1,0,0,0,80.06,55.040000000000006,,Win
380,Texas Longhorns,Big 12,83271,28,1,0,0,0,,,,Lose
381,Kansas State Wildcats,Big 12,46102,38,1,0,0,0,75.02,51.980000000000004,,Win
382,Georgia Bulldogs,SEC,92058,31,1,0,0,0,86.0,57.019999999999996,12,Win
383,Florida State Seminoles,ACC,82133,14,1,0,0,0,87.08000000000001,69.98,13,Win
384,Pittsburgh Panthers,ACC,44117,42,1,0,0,0,,,,Win
385,LSU Tigers,SEC,87164,35,1,0,0,0,89.06,71.06,13,Win
386,Wisconsin Badgers,Big Ten,78043,5,1,0,0,0,69.98,60.08,45,Lose
387,Arizona State Sun Devils,Pac-12,51180,26,1,0,0,0,102.92,73.94,,Win
388,Colorado Buffaloes,Pac-12,48146,26,1,0,0,0,,,,Lose
389,Nebraska Cornhuskers,Big Ten,78008,18,1,0,0,0,,,,Win
390,Iowa State Cyclones,Big 12,53488,21,1,0,0,0,64.03999999999999,53.96,25,Lose
391,Boston College Eagles,ACC,40000,24,0,0,0,0,,,,Win
392,Northwestern Wildcats,Big Ten,24215,14,1,0,0,0,,,,Lose
393,West Virginia Mountaineers,Big 12,51189,13,1,0,0,0,71.06,59.0,,Lose
394,Michigan State Spartans,Big Ten,72387,19,1,0,0,0,80.96000000000001,57.92,,Lose
395,Vanderbilt Commodores,SEC,37703,7,1,0,0,0,,,,Lose
396,Central Michigan Chippewas,Mid-American,12128,42,1,0,0,0,80.96000000000001,57.019999999999996,,Win
397,Syracuse Orange,ACC,38550,20,1,0,0,0,71.96000000000001,57.019999999999996,46,Lose
398,UNLV Rebels,Mountain West,34287,33,1,0,0,0,,,,Win
399,Oklahoma Sooners,Big 12,83317,59,1,0,0,0,,,,Win
400,Boston College Eagles,ACC,44500,14,1,0,0,0,,,,Lose
401,Oregon Ducks,Pac-12,59023,31,1,0,0,0,75.02,44.96,38,Win
402,Ohio State Buckeyes,Big Ten,104358,24,1,0,0,0,71.06,,,Win
403,Kansas State Wildcats,Big 12,46700,20,1,0,0,0,68.0,37.94,,Lose
404,LSU Tigers,SEC,92251,17,1,0,0,0,87.08000000000001,66.02,17,Win
405,Toledo Rockets,Mid-American,31711,35,1,0,0,0,,,,Win
406,Florida State Seminoles,ACC,83294,47,1,0,0,0,89.96000000000001,60.08,32,Win
407,Iowa Hawkeyes,Big Ten,70397,21,1,0,0,0,71.96000000000001,44.06,,Win
408,Washington Huskies,Pac-12,71178,45,1,0,0,0,66.92,50.0,20,Win
409,TCU Horned Frogs,Big 12,37192,30,1,0,0,0,82.94,57.019999999999996,,Win
410,Alabama Crimson Tide,SEC,83018,16,1,0,0,0,91.03999999999999,64.03999999999999,14,Lose
411,Missouri Tigers,SEC,55075,41,1,0,0,0,71.06,42.08,32,Win
412,Washington State Cougars,Pac-12,32344,23,1,0,0,0,66.92,37.04,12,Win
413,Purdue Boilermakers,Big Ten,52310,59,1,0,0,0,69.98,39.92,6,Win
414,NC State Wolfpack,ACC,53800,49,1,0,0,0,82.94,60.08,,Win
415,Syracuse Orange,ACC,35103,38,1,0,0,0,73.03999999999999,51.08,36,Win
416,Wisconsin Badgers,Big Ten,77439,38,1,0,0,0,69.98,37.04,15,Win
417,Illinois Fighting Illini,Big Ten,58363,24,1,0,0,0,73.94,42.980000000000004,,Lose
418,Coastal Carolina Chanticleers,Sun Belt,1516,9,0,0,0,0,86.0,64.03999999999999,,Lose
419,Penn State Nittany Lions,Big Ten,102078,32,1,0,0,0,66.02,60.08,,Win
420,Liberty Flames,FBS Independents,6269,47,1,0,0,0,82.94,55.040000000000006,5,Win
421,California Golden Bears,Pac-12,51208,34,1,0,0,0,71.06,53.06,,Win
422,Ohio State Buckeyes,Big Ten,104680,20,1,0,0,0,69.08000000000001,55.94,,Win
423,Virginia Tech Hokies,ACC,65115,47,1,0,0,0,78.08000000000001,53.96,,Win
424,Duke Blue Devils,ACC,24370,7,1,0,0,0,78.08000000000001,53.96,,Lose
425,Mississippi State Bulldogs,SEC,45835,6,1,0,0,0,87.98,53.96,,Lose
426,Tennessee Volunteers,SEC,107881,23,1,0,0,0,80.06,57.019999999999996,25,Win
427,Alabama Crimson Tide,SEC,82818,31,1,0,0,0,87.08000000000001,66.02,21,Lose
428,Oregon Ducks,Pac-12,57473,16,1,0,0,0,96.98,51.08,34,Lose
429,Michigan Wolverines,Big Ten,110788,31,1,0,0,0,64.94,51.980000000000004,,Win
430,Michigan State Spartans,Big Ten,72276,20,1,0,0,0,68.0,42.08,,Win
431,Texas Longhorns,Big 12,83120,63,1,0,0,0,,,,Win
432,Texas A&M Aggies,SEC,79116,26,1,0,0,0,,,,Lose
433,Washington Huskies,Pac-12,71875,28,1,0,0,0,78.98,59.0,28,Win
434,Arizona Wildcats,Pac-12,40515,10,1,0,0,0,98.96000000000001,66.92,28,Lose
435,Northern Illinois Huskies,Mid-American,28218,24,1,0,0,0,60.980000000000004,44.06,,Win
436,Purdue Boilermakers,Big Ten,64614,23,1,0,0,0,66.92,46.04,38,Win
437,Kansas Jayhawks,Big 12,50071,35,1,0,0,0,73.94,39.92,46,Win
438,Penn State Nittany Lions,Big Ten,106735,14,1,0,0,0,68.0,46.94,,Lose
439,Kentucky Wildcats,SEC,70579,21,1,0,0,0,71.96000000000001,53.06,38,Lose
440,Army Black Knights,FBS Independents,30509,0,1,0,0,0,66.92,57.019999999999996,,Lose
441,Boston College Eagles,ACC,42353,53,1,0,0,0,,,,Win
442,NC State Wolfpack,ACC,53800,47,1,0,0,0,78.98,62.06,,Win
443,Miami (OH) RedHawks,Mid-American,27512,42,1,0,0,0,,,,Win
444,Memphis Tigers,American,38093,38,1,0,0,0,,,,Win
445,Utah Utes,Pac-12,44676,17,1,0,0,0,,,,Win
446,Iowa State Cyclones,Big 12,49670,7,1,0,0,0,78.08000000000001,35.06,31,Lose
447,Rutgers Scarlet Knights,Big Ten,28956,22,1,0,0,0,,,,Lose
448,Auburn Tigers,SEC,86063,28,1,0,0,0,78.98,51.08,,Win
449,Iowa Hawkeyes,Big Ten,70397,30,1,0,0,0,71.96000000000001,37.94,,Win
450,Arizona State Sun Devils,Pac-12,56527,17,1,0,0,0,93.02,64.03999999999999,,Lose
451,Georgia Bulldogs,SEC,92058,37,1,0,0,0,78.08000000000001,46.04,17,Win
452,Nebraska Cornhuskers,Big Ten,77825,30,1,0,0,0,,,,Win
453,Texas Longhorns,Big 12,83643,24,1,0,0,0,,,,Win
454,Washington State Cougars,Pac-12,34923,30,1,0,0,0,84.02,44.96,18,Win
455,Northern Illinois Huskies,Mid-American,21736,30,1,0,0,0,,,,Win
456,UCLA Bruins,Pac-12,68319,46,1,0,0,0,75.92,57.019999999999996,,Win
457,TCU Horned Frogs,Big 12,39282,27,1,0,0,0,84.02,57.019999999999996,,Win
458,Northwestern Wildcats,Big Ten,23539,17,1,0,0,0,,,,Lose
459,Purdue Boilermakers,Big Ten,64139,43,1,0,0,0,60.980000000000004,39.92,32,Win
460,Michigan State Spartans,Big Ten,72398,31,1,0,0,0,51.980000000000004,35.96,,Win
461,Georgia Tech Yellow Jackets,ACC,50113,29,1,0,0,0,,,,Win
462,Penn State Nittany Lions,Big Ten,107851,23,1,0,0,0,55.040000000000006,33.98,,Lose
463,Baylor Bears,Big 12,23147,42,1,0,0,0,84.92,53.06,32,Win
464,Georgia Southern Eagles,Sun Belt,10409,37,1,0,0,0,80.96000000000001,55.040000000000006,,Win
465,North Carolina Tar Heels,ACC,51000,13,1,0,0,0,64.03999999999999,35.96,,Lose
466,Kent State Golden Flashes,Mid-American,10261,17,1,0,0,0,51.980000000000004,33.08,,Lose
467,South Florida Bulls,American,33368,10,1,0,0,0,82.03999999999999,73.94,,Lose
468,Florida State Seminoles,ACC,84336,14,1,0,0,0,71.96000000000001,68.0,42,Lose
469,Wisconsin Badgers,Big Ten,79793,17,1,0,0,0,66.02,42.08,26,Win
470,Virginia Tech Hokies,ACC,65115,51,1,0,0,0,71.06,55.040000000000006,,Win
471,LSU Tigers,SEC,92077,7,1,0,0,0,78.08000000000001,69.98,29,Lose
472,Arkansas Razorbacks,SEC,74026,3,1,0,0,0,75.92,53.96,19,Lose
473,Tennessee Volunteers,SEC,107517,14,1,0,0,0,75.92,59.0,17,Lose
474,USC Trojans,Pac-12,68341,44,1,0,0,0,82.03999999999999,60.08,5,Win
475,Missouri Tigers,SEC,68349,41,1,0,0,0,73.03999999999999,51.980000000000004,43,Win
476,Pittsburgh Panthers,ACC,66421,14,1,0,0,0,,,,Lose
477,Central Michigan Chippewas,Mid-American,23268,24,1,0,0,0,77.0,48.019999999999996,,Lose
478,Purdue Boilermakers,Big Ten,59720,28,1,0,0,0,78.08000000000001,55.94,23,Win
479,Illinois Fighting Illini,Big Ten,47509,14,1,0,0,0,78.98,55.94,,Lose
480,Oklahoma State Cowboys,Big 12,46087,38,1,0,0,0,76.28,53.78,36,Win
481,Clemson Tigers,ACC,77000,30,1,0,0,0,71.96000000000001,60.08,,Win
482,West Virginia Mountaineers,Big 12,50896,34,1,0,0,0,75.92,51.980000000000004,,Win
483,Indiana Hoosiers,Big Ten,27213,31,1,0,0,0,75.02,50.0,14,Lose
484,NC State Wolfpack,ACC,50119,31,1,0,0,0,68.0,62.06,,Win
485,Georgia Southern Eagles,Sun Belt,15708,31,1,0,0,0,73.03999999999999,64.94,,Win
486,UMass Minutemen,FBS Independents,4868,24,0,0,0,0,66.02,62.06,,Win
487,Texas A&M Aggies,SEC,73030,73,1,0,0,0,,,,Win
488,Vanderbilt Commodores,SEC,25417,27,1,0,0,0,,,,Lose
489,Miami (OH) RedHawks,Mid-American,23683,59,1,0,0,0,,,,Win
490,Ohio Bobcats,Mid-American,21109,28,1,0,0,0,73.94,53.06,,Win
491,Ole Miss Rebels,SEC,51286,55,1,0,0,0,75.92,64.03999999999999,,Win
492,Louisville Cardinals,ACC,38119,47,1,0,0,0,66.02,42.980000000000004,15,Win
493,Oklahoma Sooners,Big 12,83327,34,1,0,0,0,,,,Win
494,Vanderbilt Commodores,SEC,27823,8,1,0,0,0,,,,Lose
495,Stanford Cardinal,Pac-12,48526,14,1,0,0,0,80.96000000000001,44.06,,Lose
496,Virginia Cavaliers,ACC,62875,14,1,0,0,0,,,,Lose
497,Ohio State Buckeyes,Big Ten,105044,19,1,0,0,0,60.08,32.0,,Win
498,South Carolina Gamecocks,SEC,82525,7,1,0,0,0,77.0,53.96,,Lose
499,Arkansas Razorbacks,SEC,73934,28,1,0,0,0,73.03999999999999,39.019999999999996,16,Lose
500,Northern Illinois Huskies,Mid-American,28221,37,1,0,0,0,,,,Win
501,Wisconsin Badgers,Big Ten,79541,23,1,0,0,0,69.98,46.94,27,Lose
502,TCU Horned Frogs,Big 12,28927,27,1,0,0,0,80.06,48.92,,Win
503,Michigan Wolverines,Big Ten,110231,56,1,0,0,0,60.980000000000004,42.980000000000004,,Win
504,Nebraska Cornhuskers,Big Ten,77604,48,1,0,0,0,,,,Win
505,Auburn Tigers,SEC,86063,45,1,0,0,0,71.96000000000001,53.96,,Win
506,Iowa State Cyclones,Big 12,45355,19,1,0,0,0,82.94,39.019999999999996,19,Lose
507,Oregon State Beavers,Pac-12,37034,17,1,0,0,0,71.06,50.0,,Lose
508,Oklahoma State Cowboys,Big 12,48500,51,1,0,0,0,79.88,44.42,31,Win
509,Duke Blue Devils,ACC,17314,13,1,0,0,0,69.98,39.92,,Lose
510,Syracuse Orange,ACC,45313,39,1,0,0,0,51.980000000000004,35.06,21,Win
511,Ole Miss Rebels,SEC,60825,43,1,0,0,0,64.03999999999999,48.019999999999996,,Win
512,Army Black Knights,FBS Independents,35032,32,1,0,0,0,55.040000000000006,42.08,,Lose
513,Buffalo Bulls,Mid-American,10118,16,1,0,0,0,51.980000000000004,35.06,30,Lose
514,Colorado Buffaloes,Pac-12,54215,20,1,0,0,0,,,,Lose
515,Georgia Bulldogs,SEC,92058,16,1,0,0,0,73.94,48.92,35,Win
516,Washington Huskies,Pac-12,72015,23,1,0,0,0,59.0,44.06,15,Lose
517,Florida State Seminoles,ACC,82393,48,1,0,0,0,84.02,53.96,20,Win
518,Washington State Cougars,Pac-12,35117,36,1,0,0,0,57.019999999999996,26.060000000000002,14,Win
519,Indiana Hoosiers,Big Ten,51240,6,1,0,0,0,64.94,46.94,32,Lose
520,LSU Tigers,SEC,92085,31,1,0,0,0,82.94,66.02,30,Win
521,Michigan Wolverines,Big Ten,111349,31,1,0,0,0,53.06,42.980000000000004,,Win
522,Bowling Green Falcons,Mid-American,31007,34,1,0,0,0,57.019999999999996,35.96,,Win
523,Nebraska Cornhuskers,Big Ten,77483,28,1,0,0,0,,,,Win
524,Houston Cougars,American,21136,55,1,0,0,0,,,,Lose
525,Iowa Hawkeyes,Big Ten,70397,26,1,0,0,0,60.08,37.94,,Win
526,Texas A&M Aggies,SEC,79153,10,1,0,0,0,,,,Lose
527,Baylor Bears,Big 12,42118,0,1,0,0,0,80.06,57.019999999999996,50,Lose
528,Northwestern Wildcats,Big Ten,36233,16,1,0,0,0,,,,Win
529,Ole Miss Rebels,SEC,58717,19,1,0,0,0,87.98,55.94,,Win
530,Alabama Crimson Tide,SEC,83018,43,1,0,0,0,78.98,60.980000000000004,24,Lose
531,Utah Utes,Pac-12,37288,35,1,0,0,0,,,,Lose
532,Florida Intl Golden Panthers,Conference USA,4506,34,1,0,0,0,84.02,77.0,72,Win
533,Illinois Fighting Illini,Big Ten,46407,10,1,0,0,0,57.019999999999996,46.94,,Lose
534,Akron Zips,Mid-American,36074,37,0,0,0,0,,,,Lose
535,Boston College Eagles,ACC,44500,27,1,0,0,0,,,,Win
536,Pittsburgh Panthers,ACC,61421,34,1,0,0,0,,,,Win
537,Clemson Tigers,ACC,75000,36,1,0,0,0,69.08000000000001,42.08,,Win
538,Appalachian State Mountaineers,Sun Belt,10129,14,0,0,0,0,69.08000000000001,39.019999999999996,,Lose
539,South Florida Bulls,American,28616,24,1,0,0,0,87.98,60.980000000000004,,Win
540,Oklahoma Sooners,Big 12,84027,52,1,0,0,0,,,,Win
541,Virginia Tech Hokies,ACC,65115,31,1,0,0,0,75.92,39.92,,Win
542,USC Trojans,Pac-12,82478,43,1,0,0,0,66.02,48.019999999999996,8,Win
543,LSU Tigers,SEC,91879,49,1,0,0,0,84.02,59.0,16,Win
544,Penn State Nittany Lions,Big Ten,108276,20,1,0,0,0,75.02,42.980000000000004,,Lose
545,Michigan State Spartans,Big Ten,75129,20,1,0,0,0,71.06,41.0,,Lose
546,Texas Longhorns,Big 12,83308,31,1,0,0,0,,,,Win
547,Iowa Hawkeyes,Big Ten,70397,41,1,0,0,0,48.92,33.08,,Win
548,Purdue Boilermakers,Big Ten,51110,34,1,0,0,0,57.019999999999996,44.96,13,Win
549,Tennessee Volunteers,SEC,104772,23,1,0,0,0,77.0,48.019999999999996,12,Win
550,Ole Miss Rebels,SEC,56878,43,1,0,0,0,82.03999999999999,55.040000000000006,,Win
551,Northern Illinois Huskies,Mid-American,24121,48,1,0,0,0,62.06,42.08,,Win
552,Boston College Eagles,ACC,41983,13,1,0,0,0,,,,Lose
553,Western Michigan Broncos,Mid-American,32851,27,0,0,0,0,,,,Lose
554,Maryland Terrapins,Big Ten,51195,59,1,0,0,0,71.06,46.94,,Win
555,Air Force Falcons,Mountain West,30004,43,1,0,0,0,33.98,28.94,,Lose
556,Coastal Carolina Chanticleers,Sun Belt,6849,10,1,0,0,0,62.96,51.08,,Lose
557,West Virginia Mountaineers,Big 12,42712,36,1,0,0,0,64.03999999999999,51.08,,Win
558,Central Michigan Chippewas,Mid-American,8391,38,1,0,0,0,68.0,48.019999999999996,,Win
559,New Mexico Lobos,Mountain West,37133,37,1,0,0,0,62.96,44.96,24,Win
560,Oklahoma Sooners,Big 12,83461,77,1,0,0,0,,,,Win
561,Clemson Tigers,ACC,81000,26,1,0,0,0,62.06,46.94,,Win
562,Pittsburgh Panthers,ACC,66207,31,1,0,0,0,,,,Win
563,Ohio State Buckeyes,Big Ten,105194,33,1,0,0,0,44.06,26.060000000000002,,Win
564,Purdue Boilermakers,Big Ten,60058,27,1,0,0,0,39.92,26.96,36,Win
565,Oklahoma State Cowboys,Big 12,47660,16,1,0,0,0,51.620000000000005,43.16,29,Lose
566,Washington State Cougars,Pac-12,33846,31,1,0,0,0,48.019999999999996,33.98,36,Win
567,Kansas Jayhawks,Big 12,50107,3,1,0,0,0,42.08,35.06,44,Lose
568,Auburn Tigers,SEC,86063,20,1,0,0,0,69.08000000000001,51.980000000000004,,Lose
569,Colorado Buffaloes,Pac-12,47722,21,1,0,0,0,,,,Win
570,Buffalo Bulls,Mid-American,5127,9,1,0,0,0,33.98,23.0,29,Lose
571,Northwestern Wildcats,Big Ten,26188,17,1,0,0,0,,,,Win
572,Boston College Eagles,ACC,39723,28,1,0,0,0,,,,Lose
573,Rutgers Scarlet Knights,Big Ten,40000,31,0,0,0,0,,,,Lose
574,North Carolina Tar Heels,ACC,35000,42,1,0,0,0,73.03999999999999,50.0,,Win
575,Eastern Michigan Eagles,Mid-American,5150,19,1,0,0,0,,,,Win
576,Indiana Hoosiers,Big Ten,24102,17,1,0,0,0,41.0,23.0,28,Win
577,Mississippi State Bulldogs,SEC,48242,0,1,0,0,0,60.980000000000004,46.94,,Lose
578,Georgia Southern Eagles,Sun Belt,14562,29,1,0,0,0,69.08000000000001,48.019999999999996,,Win
579,Central Michigan Chippewas,Mid-American,9222,28,1,0,0,0,39.019999999999996,21.02,,Lose
580,Duke Blue Devils,ACC,12976,41,1,0,0,0,78.08000000000001,48.92,,Win
581,Oklahoma Sooners,Big 12,82117,41,1,0,0,0,,,,Win
582,Arizona Wildcats,Pac-12,39201,0,1,0,0,0,64.94,46.94,31,Lose
583,Alabama Crimson Tide,SEC,83818,3,1,0,0,0,68.0,48.019999999999996,6,Lose
584,Ohio State Buckeyes,Big Ten,105286,16,1,0,0,0,42.980000000000004,37.04,,Win
585,Northwestern Wildcats,Big Ten,40681,10,1,0,0,0,,,,Lose
586,Texas Longhorns,Big 12,83596,43,1,0,0,0,,,,Win
587,Georgia Bulldogs,SEC,92058,26,1,0,0,0,68.0,37.04,14,Win
588,Washington State Cougars,Pac-12,30423,34,1,0,0,0,46.94,37.04,38,Win
589,Tennessee Volunteers,SEC,104223,59,1,0,0,0,46.94,42.08,24,Win
590,TCU Horned Frogs,Big 12,42161,43,1,0,0,0,78.08000000000001,57.92,,Win
591,Temple Owls,American,27425,23,1,0,0,0,55.94,44.96,,Lose
592,Florida State Seminoles,ACC,83854,50,1,0,0,0,75.92,39.019999999999996,14,Win
593,South Carolina Gamecocks,SEC,81523,22,1,0,0,0,71.06,39.019999999999996,,Lose
594,West Virginia Mountaineers,Big 12,67715,52,1,0,0,0,55.040000000000006,42.08,,Win
595,Nebraska Cornhuskers,Big Ten,78014,9,1,0,0,0,,,,Lose
596,Iowa Hawkeyes,Big Ten,70397,40,1,0,0,0,46.94,42.08,,Win
597,Wisconsin Badgers,Big Ten,79256,56,1,0,0,0,42.08,39.019999999999996,30,Win
598,Toledo Rockets,Mid-American,20929,49,1,0,0,0,,,,Win
599,Boise State Broncos,Mountain West,24513,51,1,0,0,0,48.92,37.94,36,Win
600,Bowling Green Falcons,Mid-American,12035,42,1,0,0,0,46.04,28.94,,Win
601,Georgia Tech Yellow Jackets,ACC,52346,41,1,0,0,0,,,,Win
602,Penn State Nittany Lions,Big Ten,106465,52,1,0,0,0,42.980000000000004,30.02,,Win
603,UMass Minutemen,FBS Independents,21804,45,0,0,0,0,55.040000000000006,33.98,,Lose
604,Fresno State Bulldogs,Mountain West,39252,17,1,0,0,0,55.94,28.94,,Lose
605,Texas Tech Red Raiders,Big 12,53135,25,1,0,0,0,75.92,51.08,88,Lose
606,USC Trojans,Pac-12,93172,47,1,0,0,0,64.94,46.94,26,Win
607,Ole Miss Rebels,SEC,62552,14,1,0,0,0,73.03999999999999,51.980000000000004,,Lose
608,Michigan Wolverines,Big Ten,112118,35,1,0,0,0,53.96,37.04,,Win
609,Georgia Bulldogs,SEC,92058,30,1,0,0,0,73.03999999999999,39.019999999999996,11,Win
610,Washington Huskies,Pac-12,74549,27,1,0,0,0,41.0,28.94,26,Win
611,Tennessee Volunteers,SEC,100496,48,1,0,0,0,68.0,37.04,13,Win
612,Virginia Tech Hokies,ACC,65115,27,1,0,0,0,68.0,28.94,,Lose
613,Indiana Hoosiers,Big Ten,41404,16,1,0,0,0,69.08000000000001,51.980000000000004,41,Lose
614,Wisconsin Badgers,Big Ten,79931,21,1,0,0,0,39.92,35.96,54,Lose
615,Ohio Bobcats,Mid-American,14327,31,1,0,0,0,68.0,39.019999999999996,,Lose
616,Kansas State Wildcats,Big 12,49685,24,1,0,0,0,33.26,19.04,,Win
617,Temple Owls,American,22934,16,1,0,0,0,66.02,50.0,,Lose
618,Ball State Cardinals,Mid-American,8325,14,1,0,0,0,,,,Lose
619,Baylor Bears,Big 12,23763,21,1,0,0,0,80.06,59.0,86,Lose
620,Syracuse Orange,ACC,41801,23,1,0,0,0,48.92,30.02,23,Lose
621,Michigan State Spartans,Big Ten,72119,41,1,0,0,0,51.980000000000004,35.06,,Win
622,Virginia Cavaliers,ACC,58526,29,1,0,0,0,,,,Win
623,Illinois Fighting Illini,Big Ten,38688,20,1,0,0,0,66.92,44.06,,Lose
624,Troy Trojans,Sun Belt,19057,28,1,0,0,0,73.94,37.94,6,Win
625,North Carolina Tar Heels,ACC,48000,22,1,0,0,0,77.0,39.019999999999996,,Lose
626,Navy Midshipmen,American,29527,63,1,0,0,0,66.02,39.92,,Win
627,LSU Tigers,SEC,92213,55,1,0,0,0,57.92,35.96,45,Win
628,Texas A&M Aggies,SEC,84094,15,1,0,0,0,,,,Lose
629,Colorado Buffaloes,Pac-12,53444,22,1,0,0,0,,,,Lose
630,Cincinnati Bearcats,American,11993,40,1,0,0,0,46.94,37.04,,Lose
631,Marshall Thundering Herd,Conference USA,19113,28,1,0,0,0,60.08,44.06,,Win
632,Arizona State Sun Devils,Pac-12,55498,28,1,0,0,0,71.06,48.019999999999996,,Win
633,Georgia Tech Yellow Jackets,ACC,55000,17,1,0,0,0,,,,Lose
